Boleracea_gene,NCBI_gene
Bo5g108660,106293855
Bo5g041090,106293856
Bo5g016780,106293857
Bo5g052310,106293859
Bo5g072660,106293862
Bo5g004520,106293864
Bo5g030760,106293865
Bo5g039520,106293866
Bo5g137370,106293867
Bo5g098500,106293869
Bo5g025250,106293870
Bo5g010730,106293871
Bo5g156350,106293872
Bo5g062310,106293873
Bo5g008110,106293875
Bo5g067020,106293878
Bo5g004000,106293879
Bo1g027300,106293880
Bo5g085120,106293881
Bo5g088380,106293886
Bo5g143360,106293887
Bo5g058620,106293888
Bo5g030850,106293889
Bo5g151420,106293891
Bo5g151360,106293892
Bo5g151380,106293893
Bo5g151390,106293894
Bo5g151430,106293895
Bo5g151410,106293896
Bo5g151400,106293897
Bo5g151370,106293898
Bo9g071600,106293899
Bo1g014540,106293901
Bo5g035260,106293902
Bo5g126340,106293903
Bo5g034280,106293904
Bo5g117340,106293905
Bo5g141330,106293906
Bo5g126170,106293908
Bo5g145000,106293909
Bo5g150320,106293910
Bo5g051880,106293911
Bo5g008800,106293912
Bo5g143100,106293913
Bo5g021740,106293914
Bo5g025880,106293915
Bo5g130440,106293916
Bo5g152810,106293917
Bo1g141380,106293918
Bo5g136700,106293919
Bo5g134780,106293921
Bo5g144750,106293922
Bo5g017290,106293923
Bo5g138180,106293924
Bo5g138100,106293925
Bo5g145070,106293926
Bo5g004510,106293927
Bo1g145050,106293928
Bo5g019790,106293929
Bo8g079300,106293932
Bo5g017850,106293933
Bo5g023910,106293934
Bo5g120030,106293935
Bo5g109740,106293937
Bo5g137310,106293939
Bo5g098810,106293942
Bo5g148780,106293944
Bo5g009430,106293945
Bo5g156510,106293946
Bo5g127160,106293948
Bo5g007280,106293949
Bo5g126450,106293950
Bo5g074090,106293951
Bo1g143620,106293952
Bo5g013270,106293953
Bo5g003320,106293954
Bo5g141780,106293955
Bo5g083810,106293956
Bo5g148220,106293957
Bo5g004470,106293958
Bo5g112340,106293964
Bo5g062760,106293965
Bo5g002470,106293971
Bo5g043450,106293972
Bo5g093130,106293973
Bo5g122740,106293974
Bo5g133160,106293976
Bo1g151880,106293977
Bo5g072380,106293978
Bo5g027290,106293980
Bo5g027030,106293981
Bo5g043790,106293982
Bo5g153880,106293983
Bo5g133210,106293984
Bo5g136390,106293985
Bo5g030810,106293986
Bo1g087970,106293987
Bo5g131880,106293988
Bo5g133060,106293989
Bo5g057170,106293991
Bo5g086680,106293993
Bo5g123540,106293994
Bo5g072400,106293995
Bo5g041040,106293997
Bo5g136690,106294001
Bo5g135120,106294002
Bo5g001240,106294004
Bo5g001250,106294005
Bo5g108650,106294007
Bo5g123780,106294010
Bo1g139870,106294011
Bo5g117370,106294012
Bo5g137130,106294013
Bo5g025100,106294014
Bo5g020730,106294016
Bo5g020720,106294017
Bo1g021540,106294019
Bo5g122840,106294021
Bo5g025530,106294024
Bo5g005390,106294026
Bo5g015200,106294027
Bo5g115510,106294028
Bo5g016820,106294029
Bo5g137970,106294032
Bo5g098600,106294034
Bo1g011670,106294036
Bo5g132610,106294038
Bo5g132010,106294040
Bo5g039430,106294041
Bo5g081310,106294043
Bo5g131660,106294046
Bo5g131700,106294048
Bo5g131670,106294049
Bo5g131680,106294050
Bo5g153910,106294052
Bo5g020820,106294053
Bo1g139030,106294054
Bo5g149850,106294055
Bo5g019760,106294056
Bo5g045110,106294057
Bo5g095810,106294058
Bo5g023900,106294059
Bo5g004980,106294060
Bo5g156320,106294061
Bo5g003920,106294062
Bo5g003940,106294063
Bo5g003910,106294065
Bo5g003950,106294066
Bo5g003930,106294067
Bo1g156250,106294068
Bo5g017810,106294071
Bo5g003510,106294072
Bo5g008400,106294074
Bo5g137720,106294075
Bo5g009420,106294076
Bo5g039440,106294077
Bo5g043840,106294078
Bo5g019980,106294079
Bo5g040980,106294080
Bo5g017410,106294083
Bo5g062550,106294084
Bo5g004630,106294087
Bo5g065550,106294089
Bo5g038610,106294090
Bo1g098110,106294091
Bo5g055790,106294096
Bo5g133080,106294097
Bo5g098100,106294099
Bo5g013430,106294100
Bo5g117400,106294105
Bo5g021050,106294106
Bo5g144870,106294107
Bo5g021490,106294108
Bo5g148230,106294111
Bo5g039380,106294112
Bo5g094640,106294116
Bo5g003640,106294117
Bo5g136220,106294118
Bo5g006960,106294120
Bo5g156330,106294122
Bo5g055730,106294123
Bo5g025420,106294124
Bo5g133050,106294125
Bo5g017720,106294126
Bo5g048410,106294127
Bo5g074110,106294128
Bo1g005090,106294129
Bo5g006970,106294130
Bo5g139550,106294131
Bo5g137250,106294132
Bo5g133200,106294134
Bo5g012100,106294136
Bo5g098140,106294137
Bo5g134700,106294138
Bo1g020380,106294139
Bo5g020070,106294140
Bo5g016600,106294145
Bo5g086810,106294147
Bo5g050730,106294148
Bo5g057220,106294151
Bo5g006870,106294152
Bo5g003610,106294153
Bo5g004800,106294155
Bo5g008750,106294157
Bo5g132780,106294160
Bo5g137630,106294162
Bo5g038970,106294164
Bo5g105180,106294167
Bo5g045190,106294169
Bo5g148170,106294172
Bo5g121320,106294174
Bo1g057440,106294175
Bo1g057280,106294176
Bo5g133090,106294177
Bo5g013480,106294179
Bo5g140160,106294181
Bo5g017380,106294182
Bo5g051830,106294183
Bo1g009970,106294185
Bo9g093800,106294186
Bo5g072500,106294188
Bo5g104860,106294194
Bo1g032010,106294196
Bo5g087020,106294197
Bo5g012060,106294198
Bo5g145110,106294199
Bo5g156310,106294204
Bo5g025260,106294205
Bo5g018200,106294206
Bo1g055400,106294208
Bo5g039010,106294210
Bo5g007350,106294212
Bo2g146420,106294213
Bo5g131630,106294214
Bo5g008020,106294216
Bo1g006500,106294220
Bo5g148300,106294222
Bo5g093040,106294223
Bo5g019270,106294225
Bo5g020200,106294227
Bo5g020220,106294228
Bo5g020230,106294229
Bo5g020190,106294231
Bo5g127350,106294235
Bo5g025140,106294238
Bo5g025160,106294239
Bo5g025150,106294240
Bo5g025170,106294242
Bo5g126900,106294244
Bo5g145020,106294245
Bo5g141520,106294246
Bo5g017430,106294248
Bo5g117300,106294249
Bo5g150050,106294251
Bo5g004240,106294252
Bo5g035140,106294253
Bo5g035130,106294255
Bo5g051820,106294256
Bo5g022300,106294258
Bo5g005480,106294259
Bo5g016720,106294260
Bo1g024210,106294261
Bo5g012080,106294263
Bo5g144680,106294266
Bo5g040950,106294267
Bo5g118540,106294270
Bo5g057210,106294272
Bo5g150120,106294274
Bo5g025700,106294275
Bo5g103670,106294276
Bo5g025540,106294278
Bo5g017590,106294279
Bo5g155070,106294281
Bo5g074060,106294282
Bo1g082470,106294284
Bo5g155260,106294285
Bo5g093460,106294287
Bo5g021910,106294290
Bo1g050780,106294292
Bo5g104800,106294293
Bo5g048560,106294294
Bo5g006910,106294298
Bo5g090470,106294300
Bo1g117490,106294303
Bo5g141210,106294304
Bo5g141230,106294305
Bo5g141240,106294306
Bo5g141250,106294307
Bo5g141270,106294308
Bo5g009770,106294309
Bo5g105140,106294310
Bo5g019550,106294311
Bo5g060930,106294313
Bo5g022370,106294314
Bo5g022340,106294315
Bo5g022360,106294316
Bo5g022350,106294317
Bo5g081270,106294321
Bo5g054550,106294322
Bo5g145400,106294324
Bo5g150130,106294326
Bo01178s010,106294331
Bo1g024010,106294333
Bo5g027120,106294334
Bo5g108550,106294335
Bo5g008530,106294336
Bo5g101200,106294338
Bo5g017660,106294341
Bo5g009990,106294344
Bo1g041860,106294345
Bo5g010000,106294346
Bo5g009980,106294347
Bo5g138000,106294350
Bo5g137990,106294351
Bo5g137980,106294352
Bo1g006770,106294353
Bo5g008340,106294354
Bo5g008540,106294356
Bo5g123020,106294359
Bo5g132140,106294361
Bo5g132150,106294362
Bo5g132160,106294363
Bo5g119970,106294364
Bo1g017900,106294365
Bo5g061100,106294366
Bo5g061110,106294367
Bo5g078710,106294370
Bo5g015190,106294371
Bo5g109790,106294373
Bo5g062370,106294375
Bo5g006850,106294376
Bo5g141550,106294377
Bo5g141540,106294378
Bo5g141530,106294379
Bo5g148420,106294381
Bo5g148430,106294382
Bo1g089120,106294384
Bo5g150330,106294388
Bo5g002890,106294389
Bo5g014890,106294390
Bo5g027700,106294391
Bo5g001160,106294394
Bo5g144900,106294397
Bo5g041480,106294400
Bo5g041490,106294401
Bo5g155130,106294404
Bo5g155120,106294405
Bo1g141310,106294406
Bo5g155140,106294407
Bo5g155150,106294408
Bo5g002550,106294410
Bo5g002560,106294411
Bo5g130450,106294412
Bo5g034340,106294414
Bo5g081330,106294416
Bo1g082450,106294417
Bo5g065660,106294418
Bo5g034930,106294419
Bo5g001320,106294420
Bo5g001350,106294421
Bo5g001340,106294422
Bo5g001330,106294423
Bo5g001360,106294424
Bo1g123180,106294426
Bo5g017450,106294428
Bo5g017470,106294429
Bo5g017460,106294430
Bo5g140140,106294434
Bo5g007980,106294435
Bo1g017390,106294439
Bo5g137210,106294440
Bo5g137220,106294442
Bo5g137230,106294443
Bo5g118670,106294444
Bo5g118640,106294445
Bo5g118650,106294446
Bo1g108500,106294447
Bo5g118690,106294449
Bo5g015180,106294451
Bo5g004330,106294452
Bo5g004340,106294453
Bo5g087070,106294454
Bo5g087060,106294455
Bo1g071040,106294457
Bo5g087080,106294458
Bo5g098070,106294460
Bo5g048750,106294461
Bo5g048790,106294462
Bo5g048810,106294463
Bo1g010170,106294465
Bo5g150210,106294468
Bo5g150180,106294469
Bo5g150220,106294470
Bo5g150190,106294471
Bo5g150200,106294473
Bo5g150230,106294474
Bo5g141510,106294475
Bo1g091570,106294476
Bo5g034590,106294479
Bo5g034580,106294480
Bo5g137260,106294481
Bo5g034630,106294482
Bo5g034640,106294483
Bo1g070920,106294484
Bo5g055970,106294486
Bo5g055960,106294487
Bo5g128950,106294489
Bo5g060950,106294491
Bo1g011660,106294492
Bo5g060940,106294493
Bo5g060970,106294494
Bo5g060980,106294495
Bo5g020640,106294496
Bo5g020620,106294497
Bo5g155050,106294499
Bo5g139640,106294501
Bo5g139650,106294502
Bo5g146800,106294503
Bo5g146810,106294504
Bo5g146820,106294506
Bo5g146830,106294507
Bo1g011650,106294508
Bo5g146840,106294510
Bo5g004700,106294511
Bo5g143420,106294513
Bo5g143410,106294514
Bo5g147020,106294515
Bo5g147010,106294516
Bo5g013360,106294517
Bo1g040450,106294518
Bo5g013390,106294519
Bo5g013380,106294520
Bo5g013370,106294521
Bo5g022220,106294523
Bo5g022210,106294524
Bo5g022230,106294525
Bo1g147740,106294527
Bo5g072670,106294528
Bo5g123510,106294529
Bo5g123490,106294530
Bo5g123500,106294531
Bo5g136830,106294532
Bo5g129210,106294534
Bo5g129200,106294535
Bo1g019630,106294536
Bo5g129220,106294537
Bo5g038700,106294539
Bo5g133130,106294541
Bo5g098230,106294542
Bo5g098260,106294543
Bo5g098250,106294544
Bo1g039250,106294546
Bo5g008720,106294547
Bo5g008710,106294548
Bo5g009690,106294549
Bo5g009680,106294550
Bo5g009710,106294551
Bo5g009700,106294552
Bo5g134950,106294554
Bo1g003070,106294555
Bo5g009280,106294556
Bo5g009240,106294557
Bo5g009250,106294558
Bo5g009260,106294559
Bo5g009120,106294560
Bo1g010390,106294561
Bo1g107190,106294562
Bo5g009130,106294563
Bo5g009140,106294564
Bo5g052190,106294565
Bo5g009050,106294567
Bo5g009070,106294568
Bo5g009060,106294569
Bo5g002680,106294571
Bo5g002690,106294572
Bo5g002700,106294573
Bo5g002710,106294574
Bo5g002780,106294575
Bo1g056620,106294576
Bo5g002770,106294577
Bo5g030840,106294578
Bo5g038950,106294579
Bo5g051790,106294581
Bo5g115520,106294583
Bo5g006820,106294584
Bo5g155200,106294586
Bo5g155210,106294587
Bo5g155190,106294588
Bo5g021180,106294589
Bo5g021170,106294590
Bo1g014390,106294594
Bo5g009630,106294595
Bo5g009640,106294596
Bo5g009660,106294597
Bo5g009590,106294598
Bo5g021150,106294603
Bo5g021160,106294604
Bo5g022120,106294606
Bo5g022110,106294607
Bo5g022130,106294608
Bo5g004200,106294609
Bo5g004190,106294610
Bo5g004180,106294611
Bo5g010900,106294613
Bo5g010890,106294614
Bo5g010880,106294616
Bo5g010910,106294617
Bo5g010150,106294618
Bo5g010170,106294619
Bo5g010160,106294620
Bo5g007110,106294621
Bo5g007100,106294622
Bo5g007120,106294623
Bo5g010850,106294624
Bo5g010860,106294625
Bo5g062420,106294627
Bo5g062410,106294628
Bo5g062450,106294629
Bo5g143210,106294633
Bo5g143170,106294634
Bo5g143190,106294635
Bo5g143180,106294636
Bo5g127250,106294638
Bo5g074100,106294640
Bo5g077590,106294641
Bo5g042810,106294643
Bo1g087370,106294645
Bo5g042780,106294646
Bo5g042790,106294647
Bo5g042800,106294648
Bo5g136290,106294649
Bo1g006970,106294650
Bo5g136300,106294651
Bo5g136310,106294652
Bo5g136320,106294653
Bo5g136330,106294654
Bo5g138210,106294655
Bo5g138220,106294656
Bo5g138200,106294657
Bo1g080180,106294659
Bo5g137110,106294660
Bo5g137120,106294663
Bo5g052380,106294665
Bo5g052400,106294666
Bo5g052390,106294667
Bo1g008760,106294668
Bo5g030920,106294669
Bo5g123150,106294670
Bo5g123160,106294671
Bo5g127080,106294672
Bo5g127090,106294673
Bo5g127100,106294674
Bo5g141800,106294675
Bo5g005750,106294676
Bo5g021420,106294677
Bo5g021430,106294679
Bo1g086200,106294682
Bo5g003130,106294683
Bo5g003100,106294684
Bo5g003140,106294685
Bo5g003160,106294686
Bo5g003110,106294688
Bo5g137510,106294689
Bo5g137520,106294690
Bo5g015110,106294692
Bo5g015140,106294694
Bo5g015160,106294695
Bo5g015120,106294696
Bo5g014950,106294697
Bo5g014940,106294698
Bo1g144570,106294700
Bo5g010350,106294701
Bo5g010330,106294702
Bo5g010340,106294703
Bo5g010360,106294704
Bo5g007610,106294705
Bo1g144560,106294708
Bo5g068110,106294710
Bo5g068120,106294711
Bo5g094490,106294712
Bo5g017060,106294715
Bo5g017010,106294716
Bo5g041180,106294719
Bo5g041190,106294720
Bo5g061020,106294723
Bo5g061010,106294724
Bo3g146460,106294725
Bo5g042750,106294726
Bo5g042740,106294728
Bo1g004980,106294729
Bo5g042730,106294730
Bo5g144980,106294731
Bo5g144970,106294732
Bo5g144960,106294733
Bo5g102290,106294734
Bo5g102280,106294735
Bo5g027800,106294736
Bo5g030930,106294738
Bo5g039040,106294739
Bo5g001130,106294740
Bo5g001100,106294742
Bo5g001120,106294744
Bo5g020920,106294745
Bo5g020900,106294746
Bo5g148500,106294748
Bo5g148490,106294749
Bo5g148510,106294750
Bo5g004370,106294751
Bo5g004360,106294752
Bo5g010680,106294753
Bo5g010670,106294754
Bo5g004550,106294755
Bo5g004560,106294756
Bo5g023600,106294757
Bo1g139310,106294758
Bo5g005570,106294759
Bo5g005580,106294760
Bo5g008560,106294761
Bo5g008570,106294762
Bo5g008580,106294764
Bo5g151510,106294766
Bo1g002780,106294767
Bo5g136560,106294768
Bo5g136570,106294769
Bo5g127130,106294770
Bo5g127140,106294771
Bo5g127150,106294773
Bo1g007770,106294775
Bo5g013320,106294777
Bo5g013310,106294778
Bo5g048640,106294779
Bo5g048620,106294780
Bo5g126750,106294781
Bo5g126740,106294782
Bo5g126760,106294783
Bo5g126770,106294785
Bo5g020680,106294787
Bo5g020690,106294788
Bo1g047800,106294789
Bo1g081350,106294790
Bo5g020670,106294791
Bo5g020700,106294792
Bo5g062960,106294794
Bo5g062970,106294795
Bo5g146880,106294796
Bo5g034620,106294799
Bo5g072610,106294800
Bo5g118870,106294801
Bo1g011190,106294802
Bo5g038860,106294803
Bo5g062910,106294804
Bo5g007560,106294805
Bo5g007570,106294806
Bo5g043150,106294808
Bo5g043160,106294809
Bo5g017960,106294810
Bo5g013350,106294811
Bo1g033040,106294812
Bo5g025240,106294814
Bo5g025230,106294815
Bo5g027500,106294816
Bo5g027510,106294817
Bo1g078220,106294820
Bo5g131740,106294822
Bo5g017520,106294823
Bo5g017530,106294825
Bo5g130430,106294828
Bo5g021460,106294829
Bo5g021470,106294832
Bo5g008130,106294833
Bo5g008140,106294834
Bo5g070760,106294836
Bo5g070770,106294838
Bo5g004830,106294839
Bo5g004840,106294840
Bo5g049420,106294841
Bo5g049430,106294842
Bo5g030540,106294843
Bo5g023590,106294845
Bo5g041080,106294846
Bo5g041070,106294847
Bo5g041060,106294850
Bo5g010600,106294851
Bo5g109920,106294852
Bo5g109930,106294853
Bo5g095780,106294854
Bo5g096880,106294855
Bo5g065830,106294858
Bo5g065820,106294859
Bo1g053030,106294860
Bo5g156440,106294861
Bo5g156450,106294862
Bo5g126670,106294863
Bo5g023760,106294864
Bo5g023770,106294865
Bo1g138550,106294866
Bo5g062570,106294867
Bo5g062580,106294868
Bo5g010710,106294869
Bo5g010720,106294870
Bo5g010180,106294871
Bo1g005350,106294872
Bo5g010210,106294875
Bo1g019260,106294876
Bo5g010200,106294877
Bo5g034360,106294878
Bo5g034370,106294879
Bo5g137920,106294880
Bo5g137900,106294881
Bo5g137890,106294882
Bo5g137910,106294883
Bo5g007070,106294886
Bo1g145100,106294887
Bo5g007090,106294888
Bo5g007050,106294889
Bo5g007060,106294890
Bo5g133320,106294893
Bo5g133310,106294894
Bo1g007900,106294895
Bo5g043340,106294896
Bo1g142590,106294899
Bo5g130330,106294900
Bo5g130320,106294901
Bo5g130340,106294902
Bo5g009390,106294903
Bo5g020160,106294905
Bo5g135000,106294906
Bo5g086750,106294907
Bo1g031740,106294908
Bo5g001220,106294909
Bo5g086570,106294911
Bo3g044430,106294912
Bo5g086590,106294913
Bo5g086600,106294914
Bo1g005100,106294915
Bo5g039360,106294916
Bo5g016650,106294918
Bo5g129020,106294921
Bo5g129050,106294922
Bo5g129060,106294923
Bo1g141050,106294924
Bo5g129070,106294925
Bo5g015260,106294926
Bo5g143640,106294927
Bo5g015280,106294930
Bo5g048950,106294931
Bo5g048930,106294932
Bo5g004450,106294935
Bo5g148250,106294936
Bo5g038660,106294937
Bo5g038650,106294939
Bo5g059770,106294940
Bo5g008630,106294941
Bo5g139510,106294942
Bo5g139520,106294943
Bo5g070650,106294945
Bo5g152820,106294948
Bo5g152830,106294949
Bo5g002440,106294950
Bo5g002430,106294952
Bo5g004750,106294953
Bo1g143770,106294954
Bo1g123360,106294955
Bo1g107140,106294956
Bo5g004770,106294957
Bo5g004760,106294959
Bo5g133620,106294960
Bo5g133630,106294961
Bo5g133600,106294962
Bo5g133610,106294963
Bo5g133560,106294964
Bo5g133590,106294965
Bo5g052360,106294967
Bo5g050750,106294968
Bo5g009030,106294970
Bo5g009020,106294971
Bo5g054690,106294973
Bo5g054680,106294974
Bo1g016680,106294975
Bo5g043850,106294976
Bo5g043860,106294977
Bo5g063190,106294978
Bo5g063200,106294979
Bo5g126520,106294980
Bo5g126530,106294981
Bo5g132520,106294982
Bo5g001190,106294983
Bo1g144760,106294984
Bo5g020570,106294986
Bo5g020560,106294987
Bo5g023460,106294988
Bo5g007830,106294990
Bo5g098160,106294991
Bo1g007730,106294992
Bo5g062810,106294993
Bo5g003810,106294994
Bo5g003820,106294995
Bo5g141860,106294996
Bo5g009180,106294997
Bo5g009190,106294998
Bo5g027420,106294999
Bo5g027410,106295000
Bo5g008660,106295001
Bo1g151660,106295002
Bo5g008670,106295003
Bo5g045160,106295004
Bo5g010040,106295005
Bo5g094590,106295006
Bo5g094600,106295007
Bo5g106280,106295010
Bo5g101240,106295011
Bo5g115240,106295012
Bo5g115230,106295013
Bo5g055980,106295014
Bo5g123640,106295015
Bo5g008850,106295016
Bo1g150290,106295017
Bo5g049070,106295018
Bo5g049080,106295019
Bo5g049060,106295020
Bo5g048840,106295021
Bo5g129080,106295022
Bo1g094670,106295023
Bo5g021360,106295024
Bo5g005640,106295026
Bo5g005630,106295027
Bo5g146690,106295028
Bo5g146700,106295029
Bo5g039030,106295030
Bo5g039020,106295031
Bo5g122520,106295032
Bo5g063120,106295033
Bo1g158780,106295034
Bo5g063110,106295035
Bo5g063130,106295036
Bo5g034690,106295037
Bo5g008070,106295038
Bo5g008080,106295039
Bo1g139790,106295040
Bo5g072900,106295041
Bo5g113640,106295044
Bo5g003730,106295045
Bo1g016190,106295047
Bo5g130460,106295048
Bo5g089420,106295049
Bo5g034720,106295050
Bo5g034700,106295051
Bo5g034710,106295052
Bo5g021040,106295053
Bo5g021030,106295054
Bo5g016850,106295055
Bo1g016200,106295056
Bo5g016840,106295057
Bo5g131720,106295058
Bo5g131730,106295059
Bo5g127630,106295060
Bo5g127620,106295061
Bo5g009360,106295062
Bo5g009370,106295063
Bo5g009380,106295064
Bo5g003350,106295065
Bo5g087130,106295069
Bo5g087140,106295070
Bo5g049150,106295071
Bo5g049140,106295072
Bo5g025830,106295075
Bo5g025820,106295076
Bo5g133380,106295078
Bo5g132920,106295079
Bo5g115700,106295081
Bo5g012030,106295082
Bo5g127560,106295084
Bo5g019350,106295085
Bo5g019360,106295086
Bo5g107300,106295087
Bo3g040260,106295089
Bo5g148710,106295092
Bo5g139700,106295093
Bo5g093090,106295094
Bo1g051280,106295095
Bo5g080210,106295097
Bo5g118880,106295098
Bo5g118890,106295099
Bo5g057360,106295101
Bo1g014720,106295102
Bo5g057370,106295104
Bo5g057380,106295105
Bo5g007360,106295106
Bo5g007370,106295107
Bo5g134730,106295108
Bo5g125010,106295109
Bo5g124860,106295111
Bo5g124870,106295112
Bo5g098280,106295113
Bo5g143600,106295114
Bo5g143610,106295115
Bo1g139780,106295116
Bo5g115290,106295117
Bo5g115300,106295118
Bo5g009110,106295119
Bo5g019970,106295120
Bo1g001130,106295121
Bo5g132240,106295122
Bo5g132230,106295123
Bo5g068170,106295124
Bo5g003290,106295125
Bo5g002720,106295127
Bo1g141060,106295128
Bo5g002730,106295129
Bo5g019520,106295131
Bo5g059710,106295132
Bo5g038900,106295133
Bo5g038920,106295134
Bo5g038910,106295135
Bo5g007630,106295137
Bo5g007650,106295139
Bo5g137670,106295141
Bo5g137680,106295142
Bo5g133530,106295144
Bo1g048310,106295145
Bo5g133550,106295146
Bo5g133540,106295147
Bo5g155110,106295148
Bo5g155100,106295149
Bo5g051970,106295150
Bo5g051980,106295152
Bo5g052000,106295153
Bo5g051990,106295154
Bo1g028520,106295156
Bo5g132580,106295158
Bo5g132570,106295159
Bo5g093250,106295160
Bo5g153930,106295161
Bo5g153960,106295162
Bo1g151770,106295163
Bo5g153940,106295164
Bo5g071170,106295165
Bo5g071200,106295167
Bo5g052320,106295168
Bo5g121440,106295169
Bo1g152040,106295171
Bo5g138150,106295172
Bo5g138160,106295173
Bo5g155090,106295174
Bo5g027930,106295175
Bo5g027940,106295176
Bo5g127120,106295177
Bo5g127110,106295178
Bo5g136230,106295179
Bo1g090240,106295180
Bo5g146660,106295181
Bo5g146670,106295182
Bo5g127460,106295183
Bo5g127450,106295184
Bo5g050630,106295185
Bo5g050640,106295186
Bo5g017700,106295187
Bo1g025710,106295189
Bo5g008820,106295190
Bo5g019860,106295191
Bo5g137430,106295192
Bo1g022600,106295193
Bo5g020780,106295199
Bo5g052350,106295200
Bo5g052340,106295201
Bo5g034300,106295202
Bo1g013130,106295203
Bo8g070870,106295204
Bo5g030690,106295205
Bo5g030680,106295206
Bo5g156370,106295207
Bo5g114080,106295208
Bo5g114090,106295209
Bo5g008040,106295210
Bo5g008030,106295211
Bo1g048290,106295212
Bo5g052130,106295213
Bo5g143530,106295214
Bo5g042900,106295215
Bo5g027610,106295216
Bo5g025510,106295218
Bo5g025500,106295219
Bo5g025520,106295220
Bo5g022040,106295223
