gene	cabbage1	cabbage2	kale1	kale2	kale3	TO10001	TO10002	TO10003
Bo00751s100	Bo00751s100	0	0	11	7	3	0	1	0
Bo00758s020	Bo00758s020	0	0	0	0	1	0	4	2
Bo00758s040	Bo00758s040	0	3	3	1	2	0	1	1
Bo00758s050	Bo00758s050	2	37	0	0	0	50	55	41
Bo00758s060	Bo00758s060	45	79	31	23	13	117	152	123
Bo00758s070	Bo00758s070	37	90	35	39	16	80	111	112
Bo00758s080	Bo00758s080	15	45	8	10	1	12	20	19
Bo00758s090	Bo00758s090	246	321	203	145	74	470	775	703
Bo00758s100	Bo00758s100	1	0	0	0	1	0	0	1
Bo00758s110	Bo00758s110	0	1	6	8	4	2	1	0
Bo00758s120	Bo00758s120	4	11	1	2	0	1	0	2
Bo00763s010	Bo00763s010	39	133	76	43	22	89	121	111
Bo00763s020	Bo00763s020	206	492	565	495	348	601	780	707
Bo00763s030	Bo00763s030	5	30	1	0	0	57	41	49
Bo00763s040	Bo00763s040	33	103	50	52	15	43	77	54
Bo00763s060	Bo00763s060	0	9	2	0	2	3	3	1
Bo00763s070	Bo00763s070	0	25	39	23	22	43	65	55
Bo00763s090	Bo00763s090	35	107	88	74	41	102	75	93
Bo00763s100	Bo00763s100	56	147	205	143	62	148	127	140
Bo00763s110	Bo00763s110	5	6	0	0	0	0	1	0
Bo00763s120	Bo00763s120	18	86	89	81	55	223	246	260
Bo00763s130	Bo00763s130	12	38	1	0	1	31	71	42
Bo00763s150	Bo00763s150	0	0	0	0	0	2	4	4
Bo00763s160	Bo00763s160	1	0	0	0	0	1	5	2
Bo00763s170	Bo00763s170	11	13	12	11	1	25	37	34
Bo00763s190	Bo00763s190	0	0	0	0	0	2	2	5
Bo00766s010	Bo00766s010	11	44	18	4	5	34	24	13
Bo00766s020	Bo00766s020	0	12	1	0	0	11	16	12
Bo00766s030	Bo00766s030	1	0	0	0	1	7	13	5
Bo00766s050	Bo00766s050	1	4	17	22	19	4	7	6
Bo00766s060	Bo00766s060	97	191	28	35	22	232	274	290
Bo00766s070	Bo00766s070	0	0	0	0	0	3	9	5
Bo00766s090	Bo00766s090	0	0	0	0	0	0	2	0
Bo00766s100	Bo00766s100	13	30	2	3	1	0	2	1
Bo00767s030	Bo00767s030	2	4	0	2	2	2	2	0
Bo00767s060	Bo00767s060	0	0	0	0	0	1	1	0
Bo00767s070	Bo00767s070	0	0	0	0	1	0	5	4
Bo00767s080	Bo00767s080	10	40	21	11	6	41	41	31
Bo00767s090	Bo00767s090	3	20	0	0	0	0	0	0
Bo00770s010	Bo00770s010	0	0	0	0	0	1	0	2
Bo00770s020	Bo00770s020	1	0	0	1	3	6	21	20
Bo00770s030	Bo00770s030	1	0	0	1	1	3	13	12
Bo00770s050	Bo00770s050	1	0	0	0	0	1	4	6
Bo00770s060	Bo00770s060	0	0	0	0	0	4	5	4
Bo00774s010	Bo00774s010	1	0	0	0	0	1	0	1
Bo00774s020	Bo00774s020	7	32	71	41	23	27	50	50
Bo00774s040	Bo00774s040	2	2	1	0	0	0	0	0
Bo00774s050	Bo00774s050	0	0	1	0	0	0	2	4
Bo00779s030	Bo00779s030	306	732	154	226	67	415	705	559
Bo00779s040	Bo00779s040	0	0	0	0	0	0	3	2
Bo00779s060	Bo00779s060	0	0	0	0	0	1	0	3
Bo00787s010	Bo00787s010	0	1	1	1	1	4	6	8
Bo00787s040	Bo00787s040	0	0	0	0	0	4	6	5
Bo00787s050	Bo00787s050	0	0	0	0	0	0	1	2
Bo00787s070	Bo00787s070	0	1	0	0	0	0	0	1
Bo00787s080	Bo00787s080	0	0	0	0	0	1	0	1
Bo00790s010	Bo00790s010	1	0	0	0	0	0	2	2
Bo00790s020	Bo00790s020	0	3	0	0	0	0	1	1
Bo00790s030	Bo00790s030	0	0	1	3	8	1	1	4
Bo00790s040	Bo00790s040	0	0	0	0	0	1	0	1
Bo00790s050	Bo00790s050	0	0	0	0	0	0	1	1
Bo00790s060	Bo00790s060	0	0	0	0	0	0	3	3
Bo00790s070	Bo00790s070	10	14	2	0	1	58	45	37
Bo00790s080	Bo00790s080	0	0	0	0	0	2	1	0
Bo00792s010	Bo00792s010	0	0	0	0	0	1	3	2
Bo00792s020	Bo00792s020	25	76	41	24	20	71	130	114
Bo00792s030	Bo00792s030	0	0	0	2	2	1	1	2
Bo00792s040	Bo00792s040	97	205	92	46	54	146	160	152
Bo00792s050	Bo00792s050	0	0	50	21	11	0	13	13
Bo00795s010	Bo00795s010	10	26	15	6	7	62	42	35
Bo00795s020	Bo00795s020	63	113	144	114	79	219	181	192
Bo00795s030	Bo00795s030	200	595	330	300	177	546	566	466
Bo00795s040	Bo00795s040	0	0	0	0	0	0	2	0
Bo00795s050	Bo00795s050	23	81	83	61	34	85	78	61
Bo00795s060	Bo00795s060	36	61	47	69	30	93	78	49
Bo00795s080	Bo00795s080	1	5	0	0	0	2	4	1
Bo00795s090	Bo00795s090	0	0	0	0	2	1	1	0
Bo00795s100	Bo00795s100	35	149	52	71	26	77	97	76
Bo00795s110	Bo00795s110	82	240	226	133	97	220	225	226
Bo00795s120	Bo00795s120	17	38	49	70	61	160	149	174
Bo00796s010	Bo00796s010	0	0	0	0	0	2	0	0
Bo00796s020	Bo00796s020	71	199	206	135	138	198	175	148
Bo00796s030	Bo00796s030	0	0	0	0	0	0	0	3
Bo00796s040	Bo00796s040	0	0	0	0	0	0	0	3
Bo00796s050	Bo00796s050	11	47	39	25	20	25	16	21
Bo00796s060	Bo00796s060	53	133	117	60	52	18	21	17
Bo00798s010	Bo00798s010	66	190	233	261	176	324	255	194
Bo00798s020	Bo00798s020	0	0	0	0	1	0	1	0
Bo00798s040	Bo00798s040	0	0	1	0	0	0	0	1
Bo00798s050	Bo00798s050	12	15	30	17	10	0	2	0
Bo00802s010	Bo00802s010	0	0	0	0	0	0	2	2
Bo00802s030	Bo00802s030	1	5	0	0	0	12	9	8
Bo00802s050	Bo00802s050	13	46	46	29	24	57	44	49
Bo00802s060	Bo00802s060	2	9	22	20	32	24	23	21
Bo00802s070	Bo00802s070	7	15	32	14	16	12	20	20
Bo00802s100	Bo00802s100	0	0	1	2	1	0	0	0
Bo00802s110	Bo00802s110	5	24	18	6	15	21	29	22
Bo00805s020	Bo00805s020	814	2345	1639	1422	888	1467	2291	2047
Bo00805s030	Bo00805s030	0	0	0	0	1	4	15	14
Bo00805s040	Bo00805s040	3	4	293	141	192	21	40	49
Bo00805s050	Bo00805s050	13	78	33	26	75	176	313	266
Bo00810s010	Bo00810s010	0	0	0	0	1	3	8	0
Bo00810s020	Bo00810s020	0	0	0	0	0	0	4	0
Bo00816s010	Bo00816s010	15	50	0	1	1	58	45	44
Bo00816s020	Bo00816s020	0	0	0	0	0	3	1	0
Bo00816s030	Bo00816s030	24	72	60	39	32	70	67	83
Bo00817s010	Bo00817s010	1	0	0	0	0	2	2	2
Bo00817s020	Bo00817s020	0	0	0	0	1	2	9	4
Bo00817s050	Bo00817s050	0	0	0	0	2	1	7	12
Bo00825s010	Bo00825s010	0	0	0	1	3	0	8	5
Bo00825s020	Bo00825s020	0	1	0	1	0	1	1	0
Bo00825s030	Bo00825s030	0	0	0	2	1	0	1	0
Bo00825s040	Bo00825s040	0	0	4	2	3	0	3	7
Bo00825s050	Bo00825s050	0	0	0	0	3	0	4	4
Bo00825s060	Bo00825s060	0	0	0	0	1	1	3	1
Bo00825s070	Bo00825s070	0	1	0	0	5	14	19	11
Bo00825s080	Bo00825s080	0	0	0	0	0	5	2	2
Bo00825s090	Bo00825s090	0	0	0	0	0	10	3	3
Bo00825s100	Bo00825s100	58	235	345	226	197	299	266	242
Bo00826s010	Bo00826s010	0	0	0	0	2	2	5	2
Bo00826s020	Bo00826s020	0	0	0	0	1	21	29	29
Bo00826s030	Bo00826s030	0	0	0	1	2	1	1	3
Bo00826s040	Bo00826s040	0	0	1	3	1	0	2	5
Bo00826s050	Bo00826s050	0	0	0	0	2	1	9	5
Bo00828s010	Bo00828s010	7	27	20	18	12	76	49	56
Bo00828s020	Bo00828s020	38	62	114	91	85	175	161	147
Bo00828s040	Bo00828s040	3	9	0	0	0	15	5	14
Bo00828s050	Bo00828s050	0	4	0	0	0	14	26	21
Bo00828s060	Bo00828s060	843	1808	1659	1081	570	1563	2531	2380
Bo00828s070	Bo00828s070	444	1244	881	423	301	829	1091	1100
Bo00828s080	Bo00828s080	0	0	0	0	0	0	4	1
Bo00828s100	Bo00828s100	0	0	0	0	4	4	9	10
Bo00829s020	Bo00829s020	0	2	0	0	0	1	0	1
Bo00829s040	Bo00829s040	85	254	186	176	96	193	209	186
Bo00831s010	Bo00831s010	0	0	0	2	1	0	3	0
Bo00831s020	Bo00831s020	0	2	9	9	8	18	27	22
Bo00831s030	Bo00831s030	59	158	168	83	76	135	120	90
Bo00831s040	Bo00831s040	48	104	104	73	31	143	158	135
Bo00831s050	Bo00831s050	34	98	68	56	32	128	90	76
Bo00831s060	Bo00831s060	139	307	119	88	56	258	419	402
Bo00831s070	Bo00831s070	633	1172	987	647	335	871	1306	1083
Bo00831s080	Bo00831s080	54	222	165	64	76	52	87	82
Bo00831s090	Bo00831s090	147	402	563	570	371	460	363	352
Bo00831s110	Bo00831s110	15	109	60	32	25	30	21	20
Bo00831s120	Bo00831s120	12	72	78	55	64	105	102	99
Bo00831s130	Bo00831s130	11	58	40	19	14	53	52	41
Bo00834s010	Bo00834s010	0	0	0	0	0	1	0	2
Bo00834s020	Bo00834s020	70	193	152	94	59	158	157	157
Bo00834s030	Bo00834s030	101	315	326	353	182	277	305	263
Bo00834s040	Bo00834s040	207	872	944	568	501	332	350	261
Bo00834s050	Bo00834s050	1	1	4	1	3	6	14	12
Bo00834s060	Bo00834s060	0	1	0	3	1	3	7	1
Bo00834s070	Bo00834s070	4	22	17	8	6	59	46	44
Bo00834s080	Bo00834s080	0	2	1	0	2	1	25	12
Bo00834s090	Bo00834s090	89	216	119	108	33	284	351	347
Bo00834s100	Bo00834s100	0	2	2	0	0	0	2	3
Bo00835s010	Bo00835s010	0	0	0	0	4	1	4	0
Bo00835s020	Bo00835s020	0	6	1	0	0	0	0	0
Bo00835s030	Bo00835s030	0	0	0	0	0	0	8	4
Bo00835s060	Bo00835s060	157	285	386	154	119	461	531	445
Bo00835s070	Bo00835s070	1	0	0	0	0	0	1	0
Bo00837s010	Bo00837s010	0	0	0	0	0	1	4	0
Bo00837s020	Bo00837s020	1	4	11	8	3	42	32	32
Bo00837s040	Bo00837s040	0	0	0	0	0	8	18	10
Bo00837s050	Bo00837s050	52	83	131	60	94	302	259	268
Bo00837s060	Bo00837s060	0	0	0	0	0	0	2	0
Bo00837s070	Bo00837s070	4	5	5	9	1	13	8	13
Bo00842s010	Bo00842s010	0	0	0	2	1	0	1	0
Bo00842s020	Bo00842s020	0	0	1	0	1	1	2	5
Bo00842s030	Bo00842s030	0	0	0	0	1	1	6	3
Bo00842s040	Bo00842s040	0	0	0	0	1	2	6	5
Bo00842s050	Bo00842s050	0	0	0	1	0	0	1	0
Bo00843s010	Bo00843s010	0	0	0	0	4	1	13	3
Bo00843s020	Bo00843s020	0	0	0	0	0	1	2	2
Bo00846s010	Bo00846s010	123	343	191	188	76	215	307	261
Bo00846s030	Bo00846s030	13	20	18	6	8	0	0	0
Bo00846s040	Bo00846s040	54	100	202	159	145	242	198	198
Bo00846s050	Bo00846s050	1	0	0	0	2	0	2	2
Bo00846s060	Bo00846s060	0	0	3	1	2	0	1	0
Bo00847s010	Bo00847s010	0	0	0	1	0	0	0	1
Bo00847s020	Bo00847s020	20	63	37	27	11	70	73	75
Bo00847s030	Bo00847s030	0	0	0	0	0	1	3	0
Bo00847s040	Bo00847s040	27	149	82	50	34	24	69	60
Bo00847s050	Bo00847s050	21	58	39	20	6	44	70	57
Bo00847s060	Bo00847s060	0	1	1	0	5	3	4	2
Bo00847s070	Bo00847s070	5	6	7	2	3	16	19	8
Bo00847s090	Bo00847s090	0	0	0	0	0	2	1	2
Bo00848s010	Bo00848s010	1	0	0	4	2	10	36	38
Bo00848s020	Bo00848s020	0	0	0	0	0	1	2	0
Bo00848s030	Bo00848s030	0	0	0	0	0	21	26	16
Bo00848s040	Bo00848s040	0	0	0	0	0	36	52	50
Bo00851s010	Bo00851s010	53	179	380	219	224	469	369	401
Bo00851s050	Bo00851s050	15	33	60	55	58	62	83	73
Bo00851s060	Bo00851s060	3	3	24	13	34	8	7	26
Bo00851s070	Bo00851s070	80	158	181	111	61	117	221	193
Bo00851s080	Bo00851s080	1	2	10	11	7	12	13	11
Bo00851s090	Bo00851s090	12	20	29	28	22	30	57	60
Bo00851s100	Bo00851s100	45	106	105	123	136	248	238	246
Bo00851s110	Bo00851s110	0	3	18	8	10	5	10	10
Bo00851s120	Bo00851s120	25	59	124	118	93	160	158	124
Bo00851s130	Bo00851s130	31	68	78	63	56	98	130	106
Bo00851s140	Bo00851s140	75	144	181	90	72	185	181	113
Bo00852s010	Bo00852s010	0	0	1	1	0	1	0	1
Bo00852s040	Bo00852s040	0	0	10	1	1	1	6	3
Bo00852s050	Bo00852s050	5	8	30	38	10	5	11	10
Bo00853s010	Bo00853s010	9	29	61	14	12	62	82	76
Bo00853s030	Bo00853s030	41	98	86	58	44	126	125	123
Bo00853s040	Bo00853s040	0	0	0	0	1	0	5	1
Bo00853s050	Bo00853s050	0	0	0	0	0	3	3	6
Bo00853s060	Bo00853s060	0	5	16	7	8	12	15	11
Bo00853s070	Bo00853s070	0	0	0	2	0	0	0	0
Bo00853s080	Bo00853s080	24	39	13	3	1	24	33	32
Bo00853s090	Bo00853s090	1	3	4	1	1	3	14	7
Bo00854s010	Bo00854s010	7	2	20	15	19	41	63	58
Bo00854s020	Bo00854s020	0	0	22	18	6	0	1	2
Bo00854s040	Bo00854s040	2	0	0	0	0	2	7	8
Bo00854s050	Bo00854s050	0	0	0	3	4	3	2	2
Bo00854s060	Bo00854s060	4	7	75	40	86	10	17	19
Bo00854s070	Bo00854s070	0	0	1	0	3	3	6	9
Bo00854s080	Bo00854s080	0	0	0	0	0	0	0	2
Bo00858s040	Bo00858s040	0	1	0	0	1	4	6	4
Bo00858s050	Bo00858s050	0	0	1	1	0	0	0	0
Bo00859s010	Bo00859s010	0	0	0	0	0	4	5	4
Bo00859s020	Bo00859s020	0	0	0	0	1	0	1	1
Bo00859s030	Bo00859s030	13	29	64	14	17	15	9	9
Bo00859s040	Bo00859s040	0	0	0	0	0	1	2	3
Bo00859s050	Bo00859s050	0	2	4	1	0	10	3	9
Bo00861s010	Bo00861s010	180	359	367	236	146	172	235	236
Bo00861s020	Bo00861s020	72	252	134	109	84	71	72	76
Bo00861s040	Bo00861s040	0	0	0	0	0	5	21	14
Bo00864s030	Bo00864s030	1729	2715	3584	3331	1960	1663	2350	1914
Bo00866s010	Bo00866s010	0	1	0	0	0	0	1	0
Bo00866s020	Bo00866s020	280	1109	433	227	124	235	542	523
Bo00866s030	Bo00866s030	3	14	69	61	29	6	12	5
Bo00866s040	Bo00866s040	13	20	7	1	5	82	63	71
Bo00866s060	Bo00866s060	1	0	20	5	5	1	4	3
Bo00868s020	Bo00868s020	0	0	0	2	2	3	22	7
Bo00869s010	Bo00869s010	0	0	0	1	1	0	0	2
Bo00869s030	Bo00869s030	0	1	0	0	0	0	0	1
Bo00870s010	Bo00870s010	69	172	272	140	109	162	118	93
Bo00870s020	Bo00870s020	0	0	0	0	2	0	0	1
Bo00870s030	Bo00870s030	0	0	0	0	1	0	1	0
Bo00871s020	Bo00871s020	71	240	443	368	311	332	391	405
Bo00871s030	Bo00871s030	0	0	0	0	1	1	2	2
Bo00871s040	Bo00871s040	549	1320	1165	890	560	1089	1421	1174
Bo00871s050	Bo00871s050	0	0	1	0	7	7	35	25
Bo00874s010	Bo00874s010	0	0	6	6	2	0	0	0
Bo00874s020	Bo00874s020	47	103	187	178	119	254	252	244
Bo00874s030	Bo00874s030	48	132	181	149	91	115	90	97
Bo00874s050	Bo00874s050	563	1418	781	644	351	1416	2013	1951
Bo00874s060	Bo00874s060	0	0	0	0	0	0	2	0
Bo00875s010	Bo00875s010	0	0	0	0	1	1	1	4
Bo00875s030	Bo00875s030	0	0	0	0	1	1	1	0
Bo00875s040	Bo00875s040	0	0	2	0	6	3	1	2
Bo00875s050	Bo00875s050	17	40	23	11	7	48	48	48
Bo00875s060	Bo00875s060	1	11	4	5	1	15	25	22
Bo00875s070	Bo00875s070	0	0	0	1	0	0	1	0
Bo00875s080	Bo00875s080	0	0	0	0	2	0	0	1
Bo00876s010	Bo00876s010	0	3	6	2	2	3	4	3
Bo00876s020	Bo00876s020	0	0	0	2	0	0	0	0
Bo00876s050	Bo00876s050	0	0	0	0	1	0	4	3
Bo00877s010	Bo00877s010	2	10	15	11	6	6	8	5
Bo00877s020	Bo00877s020	0	0	0	2	1	0	0	1
Bo00877s030	Bo00877s030	56	139	169	159	60	139	158	144
Bo00877s040	Bo00877s040	40	107	127	97	94	92	104	116
Bo00877s060	Bo00877s060	1	1	0	1	1	1	2	5
Bo00877s070	Bo00877s070	0	0	3	1	7	1	1	2
Bo00879s010	Bo00879s010	0	0	0	0	0	0	3	2
Bo00879s030	Bo00879s030	0	0	0	1	0	3	5	2
Bo00881s020	Bo00881s020	0	0	0	0	0	1	0	1
Bo00881s040	Bo00881s040	0	0	0	1	1	0	2	1
Bo00881s050	Bo00881s050	0	0	0	0	1	2	3	6
Bo00883s010	Bo00883s010	0	0	0	0	0	0	0	2
Bo00883s020	Bo00883s020	0	0	0	0	0	0	2	2
Bo00883s050	Bo00883s050	1	1	4	2	6	60	70	72
Bo00883s060	Bo00883s060	0	0	0	0	0	0	2	0
Bo00883s070	Bo00883s070	0	0	2	0	1	0	3	2
Bo00883s080	Bo00883s080	0	0	0	0	0	1	0	1
Bo00883s090	Bo00883s090	0	0	0	0	0	1	4	3
Bo00883s100	Bo00883s100	0	0	0	0	1	0	0	1
Bo00883s120	Bo00883s120	0	0	0	0	1	0	3	0
Bo00883s130	Bo00883s130	36	99	174	74	88	290	255	295
Bo00884s010	Bo00884s010	4	4	8	3	2	13	23	17
Bo00884s020	Bo00884s020	0	0	0	0	2	3	8	6
Bo00884s030	Bo00884s030	0	1	0	2	5	14	31	36
Bo00884s040	Bo00884s040	0	0	0	3	2	122	92	86
Bo00884s060	Bo00884s060	0	0	0	0	0	1	0	1
Bo00884s090	Bo00884s090	0	0	0	0	2	2	6	7
Bo00886s010	Bo00886s010	0	0	0	0	0	2	4	5
Bo00886s030	Bo00886s030	182	511	529	311	216	314	472	476
Bo00887s010	Bo00887s010	1	3	0	2	0	0	0	0
Bo00887s020	Bo00887s020	47	157	142	106	89	256	164	162
Bo00887s030	Bo00887s030	1	3	0	1	0	0	1	0
Bo00887s040	Bo00887s040	1	0	0	5	5	32	81	74
Bo00889s020	Bo00889s020	2	6	20	7	13	26	14	17
Bo00889s030	Bo00889s030	13	38	8	5	3	13	22	12
Bo00889s040	Bo00889s040	1	13	23	28	30	12	30	22
Bo00889s050	Bo00889s050	36	76	156	86	61	191	140	100
Bo00889s060	Bo00889s060	13	50	22	29	19	83	62	58
Bo00890s010	Bo00890s010	0	0	0	0	1	0	4	1
Bo00891s020	Bo00891s020	0	0	0	1	3	5	15	12
Bo00891s030	Bo00891s030	27	100	71	46	22	44	75	51
Bo00891s040	Bo00891s040	13	24	52	37	38	53	59	47
Bo00891s050	Bo00891s050	0	0	0	0	2	4	6	8
Bo00891s060	Bo00891s060	0	0	0	0	3	2	3	4
Bo00891s070	Bo00891s070	0	0	0	1	0	3	12	4
Bo00893s020	Bo00893s020	0	0	0	0	0	0	1	1
Bo00893s030	Bo00893s030	0	0	0	0	0	0	5	4
Bo00895s020	Bo00895s020	0	0	1	0	1	0	1	0
Bo00895s030	Bo00895s030	0	0	0	0	0	1	2	0
Bo00895s040	Bo00895s040	102	351	220	125	84	150	185	150
Bo00895s050	Bo00895s050	41	120	98	37	42	132	130	147
Bo00895s060	Bo00895s060	194	358	321	239	186	266	320	287
Bo00895s070	Bo00895s070	1	10	16	6	7	4	10	12
Bo00895s090	Bo00895s090	38	63	109	39	53	262	345	392
Bo00898s020	Bo00898s020	0	0	0	0	0	3	4	4
Bo00898s030	Bo00898s030	0	0	5	3	3	0	0	0
Bo00898s040	Bo00898s040	252	394	709	458	284	654	616	547
Bo00898s050	Bo00898s050	0	0	0	1	3	0	1	4
Bo00900s010	Bo00900s010	7	37	15	14	3	15	12	9
Bo00900s020	Bo00900s020	0	0	0	1	0	0	2	0
Bo00900s030	Bo00900s030	6	13	3	0	1	3	0	2
Bo00900s050	Bo00900s050	3	14	22	15	6	4	3	0
Bo00900s060	Bo00900s060	110	354	149	107	60	110	160	134
Bo00900s070	Bo00900s070	0	0	0	0	1	0	1	1
Bo00900s080	Bo00900s080	0	0	0	0	0	0	7	4
Bo00900s090	Bo00900s090	0	0	0	0	0	36	24	17
Bo00902s010	Bo00902s010	0	0	0	0	0	0	4	2
Bo00902s020	Bo00902s020	56	182	139	100	77	135	193	183
Bo00902s030	Bo00902s030	21	37	52	28	15	90	114	98
Bo00902s040	Bo00902s040	1	12	8	9	1	16	20	9
Bo00902s050	Bo00902s050	0	0	0	0	0	0	3	1
Bo00902s060	Bo00902s060	0	0	0	0	0	56	81	45
Bo00902s070	Bo00902s070	0	4	2	1	2	4	0	4
Bo00902s080	Bo00902s080	102	296	140	94	65	3	3	0
Bo00902s090	Bo00902s090	0	0	1	2	7	5	6	5
Bo00904s010	Bo00904s010	2	9	10	7	1	15	20	18
Bo00904s030	Bo00904s030	15	23	28	16	12	0	0	0
Bo00904s040	Bo00904s040	0	0	1	0	0	0	0	1
Bo00908s010	Bo00908s010	0	0	0	0	1	2	8	3
Bo00908s020	Bo00908s020	0	0	0	1	0	0	0	2
Bo00911s010	Bo00911s010	6	21	13	9	6	7	18	7
Bo00911s020	Bo00911s020	59	155	131	91	56	119	134	136
Bo00911s030	Bo00911s030	0	0	0	0	0	0	0	2
Bo00911s040	Bo00911s040	0	0	0	0	3	7	7	7
Bo00911s050	Bo00911s050	114	260	265	243	217	427	320	338
Bo00911s060	Bo00911s060	69	190	92	107	49	204	260	209
Bo00911s070	Bo00911s070	164	404	475	194	176	237	411	378
Bo00913s010	Bo00913s010	47	146	164	118	49	81	89	70
Bo00915s010	Bo00915s010	0	0	0	0	3	6	26	11
Bo00915s020	Bo00915s020	5	24	0	0	2	24	26	18
Bo00915s030	Bo00915s030	7	12	0	0	1	28	20	19
Bo00915s040	Bo00915s040	194	547	448	454	289	333	461	381
Bo00916s010	Bo00916s010	1	15	30	25	21	0	4	0
Bo00916s020	Bo00916s020	10	33	37	31	18	105	87	95
Bo00916s030	Bo00916s030	20	26	19	13	7	21	22	36
Bo00916s040	Bo00916s040	2	1	6	1	6	10	12	16
Bo00916s050	Bo00916s050	0	0	3	1	2	0	0	1
Bo00916s060	Bo00916s060	0	0	0	5	4	18	12	10
Bo00918s020	Bo00918s020	73	218	291	163	115	523	587	547
Bo00918s030	Bo00918s030	0	0	0	0	3	0	2	3
Bo00919s010	Bo00919s010	0	0	0	0	0	2	0	1
Bo00919s020	Bo00919s020	0	0	0	0	0	0	5	1
Bo00919s030	Bo00919s030	0	0	0	0	0	4	22	12
Bo00920s020	Bo00920s020	49	144	62	28	28	127	126	126
Bo00920s030	Bo00920s030	0	0	1	0	0	0	2	2
Bo00920s040	Bo00920s040	1	2	0	0	1	0	0	0
Bo00920s050	Bo00920s050	0	0	5	8	5	0	2	1
Bo00920s060	Bo00920s060	0	0	0	0	2	0	1	0
Bo00921s010	Bo00921s010	1	1	3	5	1	0	11	25
Bo00921s020	Bo00921s020	0	0	0	2	3	6	6	4
Bo00923s010	Bo00923s010	0	0	0	0	0	0	2	0
Bo00923s030	Bo00923s030	0	0	0	0	1	0	6	3
Bo00923s040	Bo00923s040	1	1	0	0	0	3	0	0
Bo00923s050	Bo00923s050	0	0	0	0	0	1	3	0
Bo00924s020	Bo00924s020	0	0	0	0	0	0	2	2
Bo00924s030	Bo00924s030	0	0	305	230	132	14	2	0
Bo00924s040	Bo00924s040	0	0	38	15	25	0	0	1
Bo00924s060	Bo00924s060	0	0	12	2	5	0	2	0
Bo00926s010	Bo00926s010	1	0	3	1	0	0	0	1
Bo00926s020	Bo00926s020	0	1	1	0	1	0	0	0
Bo00926s030	Bo00926s030	1	3	0	0	0	12	8	12
Bo00926s040	Bo00926s040	12	52	1	1	0	4	2	3
Bo00927s010	Bo00927s010	2	14	17	3	8	4	12	6
Bo00927s020	Bo00927s020	26	52	0	0	0	37	44	56
Bo00927s040	Bo00927s040	3	16	0	1	1	8	5	7
Bo00927s050	Bo00927s050	1	0	0	0	1	0	0	0
Bo00927s060	Bo00927s060	84	250	1	0	0	215	176	118
Bo00928s010	Bo00928s010	26	75	72	48	35	135	79	90
Bo00928s020	Bo00928s020	96	278	282	293	156	386	419	360
Bo00930s020	Bo00930s020	0	0	0	0	2	0	1	2
Bo00930s030	Bo00930s030	0	0	0	0	2	0	1	0
Bo00931s010	Bo00931s010	0	0	0	3	2	0	18	19
Bo00932s050	Bo00932s050	0	0	0	0	1	0	8	2
Bo00933s010	Bo00933s010	0	0	0	0	3	0	1	3
Bo00934s010	Bo00934s010	1	3	3	9	4	9	10	7
Bo00934s020	Bo00934s020	0	0	0	0	1	1	0	0
Bo00934s030	Bo00934s030	0	2	2	0	5	0	1	4
Bo00934s040	Bo00934s040	142	332	130	116	58	144	244	217
Bo00934s050	Bo00934s050	24	46	54	57	45	61	77	52
Bo00934s080	Bo00934s080	0	0	12	10	8	2	0	0
Bo00935s010	Bo00935s010	6	13	1	0	0	19	30	29
Bo00935s020	Bo00935s020	31	35	142	108	95	75	76	57
Bo00935s030	Bo00935s030	5	9	1	0	4	11	30	21
Bo00935s040	Bo00935s040	42	99	153	198	121	271	206	198
Bo00935s050	Bo00935s050	258	497	505	307	256	400	510	439
Bo00935s060	Bo00935s060	29	97	112	75	61	112	150	139
Bo00935s070	Bo00935s070	126	286	318	277	178	327	344	311
Bo00939s010	Bo00939s010	1	3	0	0	1	3	9	4
Bo00939s020	Bo00939s020	0	0	0	0	3	3	8	11
Bo00940s010	Bo00940s010	14	28	17	7	8	1	3	1
Bo00940s020	Bo00940s020	0	0	0	0	0	0	0	3
Bo00940s030	Bo00940s030	41	80	117	80	61	145	125	130
Bo00940s040	Bo00940s040	35	114	72	52	36	66	113	92
Bo00940s050	Bo00940s050	24	128	127	61	36	40	78	70
Bo00940s060	Bo00940s060	0	0	0	1	0	3	3	2
Bo00941s010	Bo00941s010	36	62	61	27	18	54	71	57
Bo00941s030	Bo00941s030	0	0	0	0	3	0	14	5
Bo00944s010	Bo00944s010	0	0	0	0	0	0	5	2
Bo00944s020	Bo00944s020	47	115	47	31	27	186	272	254
Bo00944s030	Bo00944s030	59	163	118	72	46	178	205	190
Bo00944s040	Bo00944s040	158	591	328	198	176	371	541	506
Bo00945s010	Bo00945s010	0	0	3	0	1	0	4	0
Bo00945s020	Bo00945s020	0	0	0	0	1	0	1	0
Bo00945s030	Bo00945s030	0	1	0	0	1	3	1	0
Bo00945s050	Bo00945s050	7	18	19	12	8	56	62	54
Bo00945s060	Bo00945s060	7	3	10	4	14	21	46	48
Bo00946s010	Bo00946s010	0	0	1	0	1	0	0	0
Bo00946s030	Bo00946s030	43	98	153	107	69	157	162	146
Bo00946s040	Bo00946s040	0	0	0	1	4	1	6	3
Bo00946s050	Bo00946s050	26	46	130	94	51	160	179	186
Bo00946s060	Bo00946s060	0	0	0	0	1	2	1	1
Bo00947s010	Bo00947s010	14	83	82	95	38	141	85	82
Bo00947s020	Bo00947s020	0	0	0	0	0	2	0	0
Bo00947s030	Bo00947s030	0	0	0	1	0	1	3	1
