gene	cabbage1	cabbage2	kale1	kale2	kale3	TO10001	TO10002	TO10003
Bo2g013750	Bo2g013750	21	53	35	18	8	55	63	53
Bo2g013770	Bo2g013770	107	268	76	58	47	127	163	178
Bo2g013780	Bo2g013780	75	318	195	152	87	250	257	223
Bo2g013790	Bo2g013790	0	0	0	0	2	0	0	0
Bo2g013800	Bo2g013800	146	416	248	172	90	237	316	318
Bo2g013810	Bo2g013810	9	33	6	3	3	40	37	31
Bo2g013820	Bo2g013820	242	381	227	191	136	395	472	515
Bo2g013830	Bo2g013830	1	3	4	1	1	1	5	1
Bo2g013840	Bo2g013840	41	81	18	14	11	39	56	51
Bo2g013850	Bo2g013850	2	30	0	2	1	1	4	1
Bo2g013860	Bo2g013860	154	297	282	143	72	351	492	433
Bo2g013870	Bo2g013870	0	0	0	0	0	0	1	1
Bo2g013890	Bo2g013890	0	0	1	2	1	0	0	0
Bo2g013900	Bo2g013900	3	22	7	18	8	23	43	30
Bo2g013910	Bo2g013910	435	1067	645	547	256	579	846	646
Bo2g013920	Bo2g013920	0	0	0	0	0	0	6	2
Bo2g013930	Bo2g013930	0	0	0	0	0	1	10	5
Bo2g013940	Bo2g013940	0	0	0	0	0	0	2	2
Bo2g013970	Bo2g013970	6	17	12	7	2	25	35	19
Bo2g014000	Bo2g014000	1	0	4	0	5	36	45	38
Bo2g014010	Bo2g014010	1	6	10	4	5	0	10	5
Bo2g014020	Bo2g014020	0	0	0	1	0	0	0	1
Bo2g014030	Bo2g014030	0	0	0	0	0	1	1	1
Bo2g014040	Bo2g014040	1	6	1	0	2	2	6	2
Bo2g014050	Bo2g014050	61	71	154	99	52	199	259	214
Bo2g014060	Bo2g014060	8	5	3	4	2	92	129	131
Bo2g014070	Bo2g014070	69	110	78	56	33	14	27	22
Bo2g014080	Bo2g014080	0	0	2	0	0	0	4	3
Bo2g014090	Bo2g014090	1887	4776	5352	6287	3424	5070	6051	5689
Bo2g014100	Bo2g014100	12	18	26	57	23	183	187	179
Bo2g014110	Bo2g014110	0	1	6	5	16	51	47	52
Bo2g014120	Bo2g014120	51	105	136	90	57	395	448	404
Bo2g014130	Bo2g014130	9	25	49	45	46	88	120	93
Bo2g014140	Bo2g014140	0	0	0	0	1	16	25	7
Bo2g014150	Bo2g014150	0	0	2	0	5	0	0	2
Bo2g014160	Bo2g014160	0	0	2	2	4	0	0	0
Bo2g014170	Bo2g014170	3	9	22	5	17	7	13	6
Bo2g014180	Bo2g014180	0	1	10	5	8	10	2	3
Bo2g014190	Bo2g014190	17	21	36	33	33	45	56	36
Bo2g014200	Bo2g014200	0	0	1	1	5	7	7	1
Bo2g014210	Bo2g014210	7	7	5	12	14	9	19	11
Bo2g014220	Bo2g014220	0	0	0	0	0	3	3	7
Bo2g014230	Bo2g014230	17	23	66	42	49	122	147	98
Bo2g014240	Bo2g014240	1	3	7	3	5	3	5	1
Bo2g014250	Bo2g014250	1	5	8	8	10	9	18	28
Bo2g014260	Bo2g014260	2	6	26	11	11	72	68	45
Bo2g014270	Bo2g014270	5	0	32	8	17	38	38	32
Bo2g014280	Bo2g014280	137	350	428	259	122	613	891	752
Bo2g014290	Bo2g014290	0	2	6	3	0	0	17	27
Bo2g014310	Bo2g014310	2	7	2	3	0	8	17	17
Bo2g014320	Bo2g014320	13	52	150	102	75	12	25	20
Bo2g014330	Bo2g014330	0	0	0	1	2	3	2	1
Bo2g014340	Bo2g014340	1	3	14	12	12	0	2	0
Bo2g014350	Bo2g014350	2	2	31	12	13	4	2	2
Bo2g014360	Bo2g014360	0	0	20	15	16	70	104	134
Bo2g014370	Bo2g014370	2	2	3	1	0	4	5	5
Bo2g015370	Bo2g015370	13	9	6	4	10	127	138	145
Bo2g015380	Bo2g015380	46	100	110	82	66	193	177	150
Bo2g015390	Bo2g015390	3	15	31	13	13	50	36	38
Bo2g015400	Bo2g015400	0	0	0	0	0	2	0	1
Bo2g015430	Bo2g015430	0	0	1	1	0	0	0	0
Bo2g015440	Bo2g015440	10	24	8	5	0	13	20	22
Bo2g016440	Bo2g016440	14	28	1	2	1	43	26	25
Bo2g016450	Bo2g016450	4	19	1	0	0	6	15	11
Bo2g016470	Bo2g016470	3	13	9	8	11	76	58	59
Bo2g016480	Bo2g016480	19	31	28	43	24	82	125	147
Bo2g016490	Bo2g016490	0	0	0	0	0	1	2	2
Bo2g016500	Bo2g016500	70	169	248	218	131	244	247	234
Bo2g016510	Bo2g016510	4	4	54	21	27	19	31	15
Bo2g016520	Bo2g016520	8	24	53	15	19	72	87	86
Bo2g016530	Bo2g016530	11	36	92	66	46	108	93	106
Bo2g016540	Bo2g016540	0	0	15	7	6	0	2	0
Bo2g016550	Bo2g016550	90	164	162	179	109	201	365	261
Bo2g016560	Bo2g016560	36	112	70	40	33	87	140	95
Bo2g016570	Bo2g016570	2	8	3	1	3	9	20	22
Bo2g016580	Bo2g016580	0	0	0	0	1	1	8	9
Bo2g016590	Bo2g016590	29	42	59	42	43	168	185	159
Bo2g016600	Bo2g016600	9	13	6	6	4	16	25	21
Bo2g016610	Bo2g016610	0	0	1	0	2	3	18	13
Bo2g016620	Bo2g016620	0	4	8	0	1	4	2	2
Bo2g017630	Bo2g017630	0	0	0	0	1	0	0	3
Bo2g017640	Bo2g017640	0	0	0	0	0	3	3	4
Bo2g017650	Bo2g017650	20	46	9	3	3	33	70	46
Bo2g017660	Bo2g017660	354	876	352	305	159	483	902	813
Bo2g017670	Bo2g017670	0	0	0	1	1	0	0	0
Bo2g017710	Bo2g017710	0	0	0	0	9	16	50	27
Bo2g017720	Bo2g017720	0	0	0	0	0	1	2	0
Bo2g017730	Bo2g017730	450	1327	1356	716	479	542	934	762
Bo2g017740	Bo2g017740	92	210	270	167	99	141	200	189
Bo2g017750	Bo2g017750	18	40	38	25	22	43	61	42
Bo2g017760	Bo2g017760	1	3	10	5	10	13	2	2
Bo2g017770	Bo2g017770	1	1	2	1	0	3	4	0
Bo2g017780	Bo2g017780	54	135	113	145	109	536	207	172
Bo2g017790	Bo2g017790	19	61	65	44	32	73	57	81
Bo2g017800	Bo2g017800	111	256	374	250	197	245	210	200
Bo2g017810	Bo2g017810	166	397	158	167	87	116	269	195
Bo2g017820	Bo2g017820	24	35	11	16	5	35	57	30
Bo2g017830	Bo2g017830	18	87	109	66	57	131	130	110
Bo2g017840	Bo2g017840	229	202	192	221	353	665	995	1034
Bo2g017850	Bo2g017850	0	0	0	0	2	0	0	0
Bo2g017860	Bo2g017860	0	0	1	0	1	8	4	5
Bo2g017870	Bo2g017870	13	32	17	15	14	43	35	39
Bo2g017880	Bo2g017880	0	0	0	0	0	0	0	4
Bo2g017890	Bo2g017890	81	188	163	91	76	326	302	271
Bo2g017900	Bo2g017900	0	0	1	0	5	17	44	24
Bo2g017910	Bo2g017910	0	0	0	0	0	3	3	2
Bo2g017920	Bo2g017920	0	0	5	0	1	0	2	2
Bo2g017930	Bo2g017930	253	435	558	339	284	337	401	416
Bo2g017940	Bo2g017940	0	0	0	0	0	2	2	1
Bo2g017950	Bo2g017950	0	0	0	0	1	0	2	1
Bo2g017960	Bo2g017960	0	0	0	1	0	0	2	1
Bo2g017970	Bo2g017970	1	0	2	1	5	0	1	2
Bo2g017980	Bo2g017980	4	9	7	10	13	5	17	4
Bo2g017990	Bo2g017990	22	27	13	10	12	33	59	50
Bo2g018010	Bo2g018010	60	188	235	217	167	309	266	318
Bo2g018020	Bo2g018020	28	58	104	76	61	95	84	85
Bo2g018030	Bo2g018030	0	0	0	0	0	0	1	2
Bo2g018050	Bo2g018050	0	0	8	4	0	0	0	2
Bo2g018070	Bo2g018070	69	260	325	219	137	360	385	356
Bo2g018080	Bo2g018080	43	117	92	49	46	147	137	126
Bo2g018090	Bo2g018090	2	3	0	0	0	10	5	6
Bo2g018100	Bo2g018100	57	89	141	86	63	127	83	82
Bo2g018130	Bo2g018130	0	0	0	0	0	2	2	0
Bo2g018140	Bo2g018140	102	279	112	112	61	193	236	190
Bo2g018150	Bo2g018150	199	450	581	344	236	453	626	613
Bo2g018160	Bo2g018160	89	204	214	152	113	207	275	231
Bo2g018170	Bo2g018170	0	0	0	0	0	1	7	1
Bo2g018190	Bo2g018190	40	65	64	39	26	74	114	93
Bo2g018200	Bo2g018200	0	0	1	0	9	8	16	9
Bo2g018210	Bo2g018210	240	559	333	218	104	351	667	574
Bo2g018220	Bo2g018220	0	0	6	8	10	15	23	22
Bo2g018230	Bo2g018230	14	19	1	0	1	18	29	25
Bo2g018240	Bo2g018240	0	0	0	1	1	0	1	2
Bo2g018250	Bo2g018250	2	1	0	0	0	4	6	8
Bo2g018260	Bo2g018260	1	8	3	1	2	12	32	20
Bo2g018270	Bo2g018270	82	245	158	94	62	206	286	237
Bo2g018280	Bo2g018280	5	12	23	14	15	17	18	16
Bo2g018290	Bo2g018290	1	0	0	0	2	0	1	1
Bo2g018310	Bo2g018310	57	123	134	111	50	291	404	362
Bo2g018320	Bo2g018320	12	30	35	26	13	32	36	30
Bo2g018330	Bo2g018330	423	977	1362	818	543	2004	2689	2546
Bo2g018340	Bo2g018340	117	278	124	116	60	286	336	293
Bo2g018350	Bo2g018350	27	47	7	22	6	79	138	105
Bo2g018360	Bo2g018360	1	1	0	0	1	0	3	1
Bo2g018380	Bo2g018380	40	78	146	79	58	240	173	158
Bo2g018400	Bo2g018400	0	0	7	2	5	0	3	0
Bo2g018410	Bo2g018410	140	234	361	224	189	195	307	230
Bo2g018420	Bo2g018420	54	148	174	87	42	106	234	215
Bo2g018430	Bo2g018430	0	0	28	16	8	1	1	2
Bo2g018440	Bo2g018440	1	0	11	11	3	2	9	7
Bo2g018450	Bo2g018450	0	0	0	0	1	0	3	1
Bo2g018460	Bo2g018460	0	0	0	0	3	1	0	1
Bo2g018470	Bo2g018470	0	0	1	0	0	4	3	2
Bo2g018480	Bo2g018480	33	69	44	44	23	95	116	118
Bo2g018490	Bo2g018490	25	71	4	2	4	46	61	60
Bo2g018500	Bo2g018500	34	145	97	83	47	90	93	116
Bo2g018510	Bo2g018510	29	83	51	30	13	90	72	78
Bo2g018520	Bo2g018520	34	70	49	31	16	40	55	48
Bo2g018530	Bo2g018530	9	12	9	17	5	26	51	44
Bo2g018540	Bo2g018540	748	1814	1484	1145	671	1039	1667	1377
Bo2g018550	Bo2g018550	10	34	17	12	6	30	17	23
Bo2g018560	Bo2g018560	106	300	109	117	55	267	244	261
Bo2g018570	Bo2g018570	0	0	0	0	0	0	2	0
Bo2g018590	Bo2g018590	8	29	49	36	18	99	107	83
Bo2g018600	Bo2g018600	162	288	488	275	196	348	316	310
Bo2g018610	Bo2g018610	55	130	105	101	52	148	217	202
Bo2g018620	Bo2g018620	127	285	128	76	51	273	478	370
Bo2g018630	Bo2g018630	2	3	7	10	8	29	27	31
Bo2g018650	Bo2g018650	11	16	20	17	22	0	0	0
Bo2g018660	Bo2g018660	57	131	127	81	45	167	221	234
Bo2g018670	Bo2g018670	90	192	159	98	61	234	360	301
Bo2g018680	Bo2g018680	7	44	4	3	1	13	6	3
Bo2g018690	Bo2g018690	0	0	0	0	0	3	3	1
Bo2g018700	Bo2g018700	0	0	0	0	1	1	2	2
Bo2g019700	Bo2g019700	0	0	0	0	2	8	15	8
Bo2g019710	Bo2g019710	0	3	1	0	2	0	1	7
Bo2g019720	Bo2g019720	0	1	13	17	20	7	4	1
Bo2g020720	Bo2g020720	0	0	0	0	2	3	4	8
Bo2g020730	Bo2g020730	0	1	0	0	3	4	8	4
Bo2g020750	Bo2g020750	6	31	13	6	24	24	27	26
Bo2g020760	Bo2g020760	11	18	162	94	86	59	57	60
Bo2g020770	Bo2g020770	0	0	3	1	1	1	3	3
Bo2g020780	Bo2g020780	678	1382	754	891	390	2773	3609	3070
Bo2g020790	Bo2g020790	0	0	0	0	2	1	1	5
Bo2g021790	Bo2g021790	28	101	133	132	91	87	119	85
Bo2g021800	Bo2g021800	0	3	2	1	1	2	5	4
Bo2g021810	Bo2g021810	53	171	169	150	98	184	211	186
Bo2g021820	Bo2g021820	0	0	0	0	0	1	1	1
Bo2g021830	Bo2g021830	22	30	70	45	25	70	58	63
Bo2g021840	Bo2g021840	0	4	0	0	2	4	7	3
Bo2g021850	Bo2g021850	0	4	0	0	3	3	1	2
Bo2g021860	Bo2g021860	24	55	80	76	67	128	97	100
Bo2g021870	Bo2g021870	204	497	355	256	137	430	664	506
Bo2g021880	Bo2g021880	28	92	107	48	44	25	64	42
Bo2g021890	Bo2g021890	67	199	134	89	42	182	210	178
Bo2g021900	Bo2g021900	0	1	0	0	3	0	2	6
Bo2g021910	Bo2g021910	0	3	4	0	0	9	13	11
Bo2g021920	Bo2g021920	0	0	0	0	1	2	6	5
Bo2g021930	Bo2g021930	67	157	305	178	110	272	414	323
Bo2g021940	Bo2g021940	13	34	48	30	27	88	77	74
Bo2g021950	Bo2g021950	752	1522	1358	1193	491	1678	2687	2386
Bo2g021960	Bo2g021960	0	9	2	0	0	1	5	6
Bo2g021970	Bo2g021970	0	0	0	0	0	1	7	3
Bo2g022000	Bo2g022000	5	29	36	36	21	154	272	298
Bo2g022010	Bo2g022010	4	34	32	19	14	57	61	50
Bo2g022020	Bo2g022020	0	0	0	0	0	12	6	8
Bo2g022030	Bo2g022030	6	3	0	1	1	12	18	36
Bo2g022040	Bo2g022040	194	446	207	127	125	426	807	650
Bo2g022050	Bo2g022050	15	46	20	18	7	20	39	25
Bo2g022060	Bo2g022060	0	0	17	5	9	48	37	28
Bo2g022070	Bo2g022070	11	34	45	29	34	94	77	88
Bo2g022080	Bo2g022080	0	0	0	0	0	0	2	0
Bo2g022090	Bo2g022090	29	167	647	315	264	2428	3414	2997
Bo2g022100	Bo2g022100	0	0	0	4	1	0	2	0
Bo2g023100	Bo2g023100	956	2034	1359	993	493	1705	1864	1645
Bo2g023110	Bo2g023110	41	118	139	111	96	200	189	208
Bo2g023130	Bo2g023130	0	0	0	0	0	1	4	3
Bo2g023140	Bo2g023140	0	4	0	0	2	2	6	1
Bo2g023160	Bo2g023160	0	0	0	0	0	0	1	1
Bo2g023170	Bo2g023170	0	0	7	1	3	0	0	0
Bo2g023180	Bo2g023180	18	48	69	62	40	119	74	62
Bo2g023200	Bo2g023200	0	0	0	0	7	0	0	1
Bo2g023210	Bo2g023210	0	0	0	2	1	3	11	14
Bo2g023220	Bo2g023220	10	43	29	7	6	24	32	29
Bo2g023240	Bo2g023240	183	666	728	628	356	803	956	957
Bo2g023250	Bo2g023250	257	700	541	276	193	461	702	642
Bo2g023260	Bo2g023260	335	679	549	433	213	432	659	515
Bo2g023270	Bo2g023270	11	24	55	50	39	83	89	78
Bo2g023280	Bo2g023280	580	1665	2084	1284	1160	1583	1828	1815
Bo2g023290	Bo2g023290	0	6	12	21	21	2	3	2
Bo2g023300	Bo2g023300	1	6	4	0	3	0	0	0
Bo2g023310	Bo2g023310	0	0	3	1	0	0	0	0
Bo2g023320	Bo2g023320	0	0	0	0	0	1	1	1
Bo2g023330	Bo2g023330	1	9	5	6	7	5	9	15
Bo2g023350	Bo2g023350	19	63	55	22	11	52	70	51
Bo2g023360	Bo2g023360	73	147	186	131	65	242	395	345
Bo2g023370	Bo2g023370	0	1	1	0	0	1	6	6
Bo2g023380	Bo2g023380	33	90	32	30	16	60	98	92
Bo2g023390	Bo2g023390	130	299	189	164	91	220	438	481
Bo2g023400	Bo2g023400	1	15	22	37	13	35	40	53
Bo2g023410	Bo2g023410	7	14	57	46	32	61	67	84
Bo2g023430	Bo2g023430	0	0	1	0	1	4	17	7
Bo2g023440	Bo2g023440	0	3	3	1	0	0	1	1
Bo2g023450	Bo2g023450	0	2	0	0	1	0	2	2
Bo2g023460	Bo2g023460	8	21	16	18	7	55	65	47
Bo2g023470	Bo2g023470	18	64	18	22	2	19	44	39
Bo2g023480	Bo2g023480	1	8	123	154	80	4	18	16
Bo2g023490	Bo2g023490	22	60	78	94	61	157	148	136
Bo2g023500	Bo2g023500	59	217	81	29	25	54	84	67
Bo2g023510	Bo2g023510	1416	3257	1650	1378	857	2286	3456	2807
Bo2g023520	Bo2g023520	0	0	0	0	4	1	3	4
Bo2g023530	Bo2g023530	27	60	55	38	41	34	56	46
Bo2g023540	Bo2g023540	0	0	0	0	1	0	3	4
Bo2g023550	Bo2g023550	0	0	1	0	0	0	3	0
Bo2g023580	Bo2g023580	4	22	31	22	16	18	16	15
Bo2g023590	Bo2g023590	0	0	0	1	0	0	7	2
Bo2g023600	Bo2g023600	38	54	19	21	8	37	67	79
Bo2g023610	Bo2g023610	0	0	3	2	1	1	0	1
Bo2g023620	Bo2g023620	1	0	0	0	1	0	3	1
Bo2g023630	Bo2g023630	1	1	0	0	0	1	2	1
Bo2g023640	Bo2g023640	0	1	0	0	1	0	3	1
Bo2g023650	Bo2g023650	32	157	27	31	16	70	48	58
Bo2g023660	Bo2g023660	24	75	64	42	33	67	117	78
Bo2g023670	Bo2g023670	29	80	110	74	89	195	241	266
Bo2g023680	Bo2g023680	861	2373	2043	1370	967	2019	2977	2931
Bo2g023690	Bo2g023690	33	144	92	78	43	56	92	83
Bo2g023700	Bo2g023700	26	77	33	30	12	52	98	115
Bo2g023710	Bo2g023710	10	43	33	26	26	54	57	44
Bo2g023720	Bo2g023720	18	50	28	30	14	36	58	52
Bo2g023730	Bo2g023730	0	0	0	1	0	0	3	0
Bo2g023740	Bo2g023740	22	72	200	129	112	0	1	3
Bo2g023750	Bo2g023750	6	9	4	5	3	3	17	10
Bo2g023770	Bo2g023770	0	1	0	0	1	4	9	10
Bo2g023780	Bo2g023780	0	6	0	7	1	5	2	6
Bo2g023790	Bo2g023790	2	2	0	0	3	9	12	11
Bo2g023800	Bo2g023800	6	29	19	9	6	3	2	1
Bo2g023810	Bo2g023810	130	307	146	120	59	229	296	234
Bo2g023820	Bo2g023820	0	0	22	15	8	3	7	5
Bo2g023830	Bo2g023830	115	213	192	213	93	165	154	175
Bo2g023840	Bo2g023840	95	212	166	158	96	217	246	201
Bo2g023850	Bo2g023850	20	116	68	33	33	90	100	86
Bo2g023860	Bo2g023860	90	104	82	51	56	185	218	224
Bo2g023870	Bo2g023870	2	5	5	9	8	9	15	9
Bo2g023880	Bo2g023880	82	117	167	81	52	94	103	108
Bo2g023890	Bo2g023890	50	121	140	99	74	132	158	150
Bo2g023900	Bo2g023900	0	0	1	1	2	1	1	1
Bo2g023910	Bo2g023910	0	0	5	0	0	15	14	18
Bo2g023920	Bo2g023920	0	0	23	15	4	25	35	47
Bo2g023930	Bo2g023930	5	8	23	24	4	17	39	33
Bo2g023940	Bo2g023940	677	1486	691	528	290	1016	1504	1205
Bo2g023950	Bo2g023950	0	0	0	0	1	0	3	0
Bo2g023960	Bo2g023960	8	38	15	44	13	8	1	3
Bo2g023970	Bo2g023970	0	0	0	0	1	2	5	4
Bo2g023990	Bo2g023990	0	0	0	0	0	4	1	0
Bo2g024020	Bo2g024020	7	9	11	11	8	14	23	8
Bo2g024030	Bo2g024030	0	0	0	0	0	11	6	6
Bo2g024040	Bo2g024040	13	42	3	1	1	7	2	4
Bo2g024050	Bo2g024050	0	0	46	19	7	0	2	2
Bo2g024060	Bo2g024060	7	23	14	14	8	186	208	194
Bo2g024090	Bo2g024090	4	6	28	30	25	42	68	41
Bo2g024110	Bo2g024110	0	2	0	0	0	0	1	0
Bo2g024120	Bo2g024120	95	193	175	78	80	138	170	154
Bo2g024130	Bo2g024130	7	16	0	1	2	26	31	35
Bo2g024140	Bo2g024140	4	10	15	6	6	12	35	56
Bo2g024150	Bo2g024150	682	2140	11	5	0	0	5	1
Bo2g024160	Bo2g024160	2	3	8	3	3	2	0	0
Bo2g024180	Bo2g024180	0	1	0	0	1	1	2	0
Bo2g024200	Bo2g024200	3	8	18	14	10	27	34	27
Bo2g024210	Bo2g024210	1	2	3	1	0	4	2	1
Bo2g024220	Bo2g024220	38	109	75	54	27	93	76	80
Bo2g024230	Bo2g024230	1	8	0	0	0	0	5	2
Bo2g024240	Bo2g024240	518	1009	697	606	226	1156	1479	1142
Bo2g024250	Bo2g024250	0	0	3	5	4	2	7	3
Bo2g024260	Bo2g024260	0	0	0	0	0	0	2	2
Bo2g024280	Bo2g024280	0	0	0	1	0	1	2	0
Bo2g024290	Bo2g024290	44	112	147	73	63	95	100	89
Bo2g024310	Bo2g024310	12	35	20	34	15	43	44	48
Bo2g024320	Bo2g024320	0	0	10	7	15	1	10	6
Bo2g024330	Bo2g024330	26	48	72	72	55	124	123	90
Bo2g024390	Bo2g024390	0	0	0	0	0	0	3	0
Bo2g024420	Bo2g024420	99	222	309	229	190	324	276	248
Bo2g024440	Bo2g024440	19	83	34	35	23	105	74	67
Bo2g024450	Bo2g024450	2	5	41	20	21	36	37	19
Bo2g024460	Bo2g024460	15	51	71	43	35	130	141	158
Bo2g024470	Bo2g024470	0	0	1	0	1	0	1	1
Bo2g024480	Bo2g024480	0	0	0	1	0	9	6	3
Bo2g024490	Bo2g024490	0	1	0	2	2	3	4	5
Bo2g024500	Bo2g024500	0	0	41	25	21	27	23	34
Bo2g024510	Bo2g024510	2	4	12	6	4	4	5	14
Bo2g024520	Bo2g024520	0	3	0	0	1	2	5	7
Bo2g024550	Bo2g024550	1	0	0	0	1	0	5	3
Bo2g024560	Bo2g024560	9	22	23	15	5	26	53	32
Bo2g024570	Bo2g024570	0	0	0	0	2	1	2	1
Bo2g024580	Bo2g024580	0	0	0	0	1	1	3	2
Bo2g024590	Bo2g024590	0	3	0	0	4	4	3	2
Bo2g024600	Bo2g024600	30	92	47	45	31	114	133	124
Bo2g024610	Bo2g024610	0	0	0	0	0	0	2	0
Bo2g024630	Bo2g024630	0	3	0	1	2	19	25	33
Bo2g024640	Bo2g024640	78	142	121	88	51	174	243	253
Bo2g024650	Bo2g024650	30	55	17	22	13	44	54	52
Bo2g024660	Bo2g024660	22	65	61	74	46	207	200	167
Bo2g024670	Bo2g024670	0	0	0	0	1	0	0	1
Bo2g024680	Bo2g024680	11	40	4	9	4	32	17	20
Bo2g024690	Bo2g024690	2	2	6	4	4	5	0	0
Bo2g024700	Bo2g024700	0	1	0	0	1	3	3	2
Bo2g024710	Bo2g024710	0	5	0	1	1	2	3	4
Bo2g024720	Bo2g024720	2	0	0	0	2	0	4	9
Bo2g024730	Bo2g024730	8	11	0	0	0	67	84	82
Bo2g024740	Bo2g024740	14	41	24	8	34	141	118	167
Bo2g024750	Bo2g024750	0	0	0	0	1	0	1	2
Bo2g024760	Bo2g024760	0	0	1	1	0	0	0	1
Bo2g024770	Bo2g024770	0	3	1	3	1	80	103	101
Bo2g024790	Bo2g024790	23	81	69	44	44	100	88	80
Bo2g024800	Bo2g024800	13	14	33	9	16	76	83	78
Bo2g024810	Bo2g024810	0	0	0	0	0	1	1	1
Bo2g024840	Bo2g024840	0	0	4	3	0	1	5	7
Bo2g024860	Bo2g024860	0	0	12	3	5	37	24	24
Bo2g024870	Bo2g024870	0	0	1	1	0	1	0	0
Bo2g024880	Bo2g024880	0	0	0	0	1	0	0	1
Bo2g024920	Bo2g024920	0	1	0	0	0	1	0	0
Bo2g024930	Bo2g024930	21	91	135	174	128	202	157	193
Bo2g024940	Bo2g024940	85	223	152	111	64	114	144	111
Bo2g024950	Bo2g024950	2196	5810	2798	3131	1358	4231	6073	5251
Bo2g024960	Bo2g024960	2328	6019	1996	2071	850	4066	5891	5248
Bo2g024970	Bo2g024970	22	28	35	28	11	43	58	67
Bo2g024980	Bo2g024980	187	609	185	123	91	212	348	279
Bo2g024990	Bo2g024990	0	0	7	10	8	10	10	7
Bo2g025000	Bo2g025000	0	0	3	1	1	0	1	0
Bo2g025010	Bo2g025010	0	0	0	0	1	0	1	7
Bo2g025020	Bo2g025020	0	0	0	0	1	1	0	0
Bo2g025030	Bo2g025030	0	0	0	0	0	1	1	1
Bo2g025050	Bo2g025050	53	193	139	121	67	243	304	230
Bo2g025060	Bo2g025060	31	100	58	53	26	32	58	36
Bo2g025070	Bo2g025070	0	0	0	1	2	0	1	0
Bo2g025080	Bo2g025080	0	0	0	2	0	0	0	0
Bo2g025090	Bo2g025090	4	37	23	27	17	49	56	49
Bo2g025100	Bo2g025100	0	0	0	0	4	2	4	2
Bo2g025120	Bo2g025120	0	0	0	0	0	0	1	2
Bo2g025130	Bo2g025130	0	3	0	0	1	7	2	8
Bo2g025140	Bo2g025140	23	33	56	43	28	62	100	83
Bo2g025150	Bo2g025150	17	43	60	72	67	73	76	48
Bo2g025160	Bo2g025160	41	82	48	39	25	100	116	104
Bo2g025170	Bo2g025170	0	0	1	5	6	0	5	1
Bo2g025180	Bo2g025180	19	92	68	135	59	62	68	71
Bo2g025190	Bo2g025190	0	0	0	0	5	8	17	19
Bo2g025210	Bo2g025210	0	0	0	0	1	2	0	2
Bo2g025220	Bo2g025220	15	52	28	11	13	45	72	73
Bo2g025230	Bo2g025230	17	37	7	7	6	137	143	184
Bo2g025240	Bo2g025240	0	2	1	3	0	2	1	2
Bo2g025250	Bo2g025250	223	186	118	87	79	1081	1151	1392
Bo2g025260	Bo2g025260	459	946	593	438	312	629	1006	805
Bo2g025270	Bo2g025270	139	266	353	212	148	271	467	361
Bo2g025290	Bo2g025290	1297	3123	465	761	214	1950	3110	2527
Bo2g025300	Bo2g025300	30	49	24	45	20	28	40	28
Bo2g025310	Bo2g025310	153	332	450	421	208	579	806	641
Bo2g025320	Bo2g025320	3	11	9	24	12	1	7	6
Bo2g025330	Bo2g025330	77	188	77	67	17	128	196	172
Bo2g025370	Bo2g025370	0	0	0	0	0	0	1	2
Bo2g025380	Bo2g025380	0	0	0	0	1	0	3	3
Bo2g025390	Bo2g025390	13	17	9	2	4	9	13	12
Bo2g025400	Bo2g025400	12	15	22	4	6	45	44	41
Bo2g025410	Bo2g025410	5	6	0	5	4	0	0	1
Bo2g025420	Bo2g025420	92	230	172	131	83	134	173	105
Bo2g025430	Bo2g025430	1	6	0	0	1	2	6	3
Bo2g025440	Bo2g025440	0	0	0	0	1	1	2	1
Bo2g025450	Bo2g025450	0	1	0	0	0	3	2	1
Bo2g025460	Bo2g025460	1	8	0	0	4	3	3	2
Bo2g025470	Bo2g025470	20	30	113	60	97	72	73	58
Bo2g025480	Bo2g025480	11	17	3	2	2	14	9	20
Bo2g025490	Bo2g025490	9	28	11	5	0	18	14	20
Bo2g025500	Bo2g025500	0	0	3	2	1	2	1	5
Bo2g025510	Bo2g025510	2	12	11	4	4	10	18	11
Bo2g025520	Bo2g025520	29	91	130	76	71	163	140	114
Bo2g025530	Bo2g025530	449	1113	268	340	147	1128	1566	1248
Bo2g025540	Bo2g025540	1	0	0	0	1	4	6	4
Bo2g025550	Bo2g025550	0	0	0	1	0	1	3	3
Bo2g025560	Bo2g025560	3	15	30	20	13	19	13	15
Bo2g025570	Bo2g025570	2	0	1	4	2	7	11	6
Bo2g025580	Bo2g025580	0	0	0	0	0	0	0	3
Bo2g026580	Bo2g026580	0	0	0	3	0	2	9	1
Bo2g026590	Bo2g026590	532	1264	897	624	618	1172	1751	1349
Bo2g026600	Bo2g026600	0	0	0	1	3	0	5	0
Bo2g026620	Bo2g026620	51	88	30	13	10	279	216	253
Bo2g026630	Bo2g026630	49	59	45	34	19	131	139	132
Bo2g026640	Bo2g026640	16	21	61	38	29	19	18	18
Bo2g026650	Bo2g026650	123	235	112	73	42	388	481	388
Bo2g026660	Bo2g026660	26	33	9	1	11	77	76	80
Bo2g026670	Bo2g026670	0	0	0	0	9	0	4	8
Bo2g026680	Bo2g026680	1	0	0	1	0	0	2	2
Bo2g026700	Bo2g026700	0	1	0	0	2	0	4	2
Bo2g026710	Bo2g026710	1	1	0	0	0	0	0	3
Bo2g026720	Bo2g026720	33	80	86	53	31	86	97	80
Bo2g026730	Bo2g026730	17	38	140	77	46	133	200	159
